has_feature_addition,deletions,insertions,num_file_types,is_preventive,project_changes_owner,is_refactoring,whole_within_project_changes,is_merge,num_directory_files,is_corrective,description_length,num_file_changes,project_age,is_non_functional,subject_length,avg_num_dev_modified_files,last_mth_dep_proj_nbr,ratio_dep_chan_owner,projects_contributed_owner,pctg_cross_project_changes,pctg_cross_project_changes_owner,pred,impact,fold,Classifier,max_num_mod_file_dep_cha,cross_project_changes_owner,min_num_mod_file_dep_cha,cross_project_changes,whole_changes_owner,num_dev_modified_files
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,1,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.97080606,-0.015943214297294617,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,53.454872186432304,,1.0,5.0,14.0,0.4758989489212613,0.0,0.9790875,-0.007548770867288113,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,7.851681404482303,5.0,14.0,0.4758989489212613,0.0,0.98883724,0.002334075979888439,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,35.12778521982541,14.0,0.4758989489212613,0.0,0.99170953,0.005245568696409464,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,51.6620390507331,0.4758989489212613,0.0,0.99360317,0.00716505479067564,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.6821433592550386,0.0,0.9983998,0.012027149088680744,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.22898583937295858,0.98741806,0.0008955185767263174,3,XGBoost,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,2433.5,0,2.0,0,280.0,29.0,656.0865335648148,0,40.0,,1.0,5.0,14.0,0.4758989489212613,0.0,0.99202555,0.0055659059435129166,3,XGBoost,62.659725961829125,0.0,,,,
1,2.0,9.0,1.0,0,16.0,0,3987.0,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.9846697,-0.0006744835991412401,4,XGBoost,,0.0,0.0,,,
0,1400.9330029622504,9.0,1.0,0,16.0,0,3987.0,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.9788053,-0.0066261510364711285,4,XGBoost,,0.0,0.0,,,
0,2.0,1826.6018362842829,1.0,0,16.0,0,3987.0,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.9775203,-0.007930293679237366,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.880695409045026,0,16.0,0,3987.0,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.9853343,0.0,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,1,16.0,0,3987.0,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.9842998,-0.0010498956544324756,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,164.21314291599452,0,3987.0,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.89224386,-0.09447597712278366,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,1,3987.0,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.98038346,-0.005024509504437447,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,3987.0,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.97665435,-0.008809118531644344,4,XGBoost,,7.212450323660775,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,7413.980804333423,0,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.9859949,0.0006704305997118354,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,3987.0,1,1.0,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.98377836,-0.0015790779143571854,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,3987.0,0,12.962256331653286,0,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.97928715,-0.006137134972959757,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,3987.0,0,1.0,1,277.0,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.9827465,-0.0026263119652867317,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,3987.0,0,1.0,0,595.0666134849301,28.0,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.96507704,-0.020558742806315422,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,3987.0,0,1.0,0,277.0,733.6091343630333,693.0698032407407,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.98919487,0.003918054047971964,4,XGBoost,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,3987.0,0,1.0,0,277.0,28.0,1133.116244553999,0,40.0,,1.0,6.25,16.0,0.47651006711409394,0.0,0.98292345,-0.0024467117618769407,4,XGBoost,,0.0,0.0,,,
