Feature,Ranking,Classifier,fold0,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,median
pctg_cross_project_changes_owner_source,12,RF,0.0,2.7500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7500000000000004
pctg_cross_project_changes_owner_source,12,XGBoost,0.0,1.3491302728652954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3491302728652954
pctg_cross_project_changes_owner_source,12,AdaBoost,0.0,0.026073280089668617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026073280089668617
has_feature_addition_target,12,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
has_feature_addition_target,12,RF,0.0,2.7500000000000004,-0.015873015873015886,-0.05454545454545459,-0.042553191489361625,-0.03773584905660381,-0.019230769230769246,-0.01960784313725492,0.016393442622950834,-0.08474576271186429,-0.01960784313725492
has_feature_addition_target,12,XGBoost,-0.5845583081245422,1.3491302728652954,-0.03588271886110306,-0.03476054593920708,0.09888938069343567,-0.053635433316230774,-0.03665152192115784,-0.022808391600847244,0.025012601166963577,-0.08388014137744904,-0.03532163240015507
has_feature_addition_target,12,AdaBoost,-0.004558286646968243,0.026073280089668617,-0.0034595638138843884,0.0,-0.002507172865649756,-0.0030795851713555688,0.0,-0.003049363173548964,-0.0030625113572538398,-0.0031057824186196963,-0.0030710482643047043
ratio_dep_chan_owner_target,12,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ratio_dep_chan_owner_target,12,RF,0.05263157894736847,2.7500000000000004,0.03174603174603177,0.07272727272727258,0.06382978723404262,0.03773584905660381,0.03846153846153849,0.01960784313725492,0.03278688524590167,0.0,0.03846153846153849
ratio_dep_chan_owner_target,12,XGBoost,0.08860459178686142,1.3491302728652954,-0.017867062240839005,-0.2446167916059494,-0.014175345189869404,0.09944815933704376,0.04250755161046982,-0.01616814360022545,-0.028805362060666084,0.08806285262107849,0.014166103210300207
ratio_dep_chan_owner_target,12,AdaBoost,0.0,0.026073280089668617,0.0,0.0,0.0,0.0,0.0,0.002438743904912752,0.0,0.0,0.014256011997290685
is_corrective_target,12,ET,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
is_corrective_target,12,RF,0.05263157894736847,2.7500000000000004,-0.04761904761904766,0.0,0.0,-0.018867924528301903,-0.03846153846153849,-0.01960784313725492,0.0,-0.0169491525423729,-0.018867924528301903
is_corrective_target,12,XGBoost,0.042951859533786774,1.3491302728652954,-0.02709253691136837,-0.03329872339963913,-0.08968823403120041,-0.015318049117922783,-0.01722097210586071,-0.014436233788728714,-0.01922345533967018,-0.015831593424081802,-0.016526282764971256
is_corrective_target,12,AdaBoost,0.0,0.026073280089668617,0.0,-0.0026649137679216417,0.0,0.0,0.0,0.0,0.0,0.0,0.011704183160873488
description_word_count_target,12,ET,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
description_word_count_target,12,RF,0.0,0.2083333333333333,0.015873015873015886,0.05454545454545439,0.0,-0.018867924528301903,-0.07692307692307698,-0.07843137254901968,0.016393442622950834,-0.0169491525423729,-0.0005380683346785063
description_word_count_target,12,XGBoost,0.0,-0.17515036463737488,0.0,0.059914130717515945,0.009181026369333267,-0.20900973677635193,-0.10981527715921402,-0.13027459383010864,-0.0037079318426549435,0.042295780032873154,-0.05676160450093448
description_word_count_target,12,AdaBoost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
add_lines_sim,13,ET,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
add_lines_sim,13,RF,0.0,2.7500000000000004,0.015873015873015886,-0.03636363636363639,0.08510638297872349,0.0,-0.019230769230769246,-0.01960784313725492,-0.04918032786885251,-0.0508474576271185,-0.01941930618401208
add_lines_sim,13,XGBoost,0.0,1.3491302728652954,0.0033757470082491636,-0.1968349665403366,0.004758683033287525,-0.0026863645762205124,0.077060766518116,-0.07668842375278473,-0.004029463976621628,0.009179702028632164,0.0033757470082491636
add_lines_sim,13,AdaBoost,0.0,0.026073280089668617,0.0,0.0,0.002251111849327657,0.0,0.0,0.0,0.0,0.003095855736209751,0.003095855736209751
is_non_functional_target,13,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
is_non_functional_target,13,RF,0.0,2.7500000000000004,0.0,-0.03636363636363639,0.0,0.018867924528301903,-0.019230769230769246,0.0,-0.03278688524590167,-0.0338983050847458,-0.026008827238335457
