Source,Target,Source_repo,Target_repo
192406,192902,ceilometer,python-novaclient
192407,192902,ceilometer,python-novaclient
192408,192902,ceilometer,python-novaclient
192409,192902,ceilometer,python-novaclient
192410,192902,ceilometer,python-novaclient
192411,192902,ceilometer,python-novaclient
192412,192902,ceilometer,python-novaclient
192413,192902,ceilometer,python-novaclient
192414,192902,ceilometer,python-novaclient
192415,192902,ceilometer,python-novaclient
192416,192902,ceilometer,python-novaclient
192903,192902,ceilometer,python-novaclient
193453,192999,neutron-fwaas,neutron
193454,192999,neutron-lbaas,neutron
193455,192999,neutron-vpnaas,neutron
192645,193073,project-config,project-config
184392,193136,oslo.db,project-config
204009,193167,requirements,cinder
194090,193264,devstack,tempest
196961,193287,project-config,designate
193349,193354,project-config,taskflow
193349,193360,project-config,tooz
192886,193453,requirements,neutron-fwaas
192886,193454,requirements,neutron-lbaas
192886,193455,requirements,neutron-vpnaas
193526,193532,fuel-web,fuel-main
188018,193651,designate-specs,designate
199709,193673,devstack,cinder
192886,193674,requirements,networking-ofagent
192886,193732,requirements,keystone
193828,193829,cinder,rally
193834,193835,devstack,devstack-gate
193872,193874,tripleo-heat-templates,tripleo-ci
193905,193906,neutron,project-config
188018,193909,designate-specs,designate
192886,193951,requirements,cinder
194084,194081,devstack,tempest
192337,194099,devstack,heat
194123,194137,project-config,governance
194125,194231,ec2-api,ec2-api
194239,194246,horizon,project-config
194246,194248,project-config,horizon
188895,194284,project-config,governance
193334,194310,cinder,openstack-manuals
194368,194346,cookbook-openstack-common,cookbook-openstack-bare-metal
203803,194348,puppet-tripleo,tripleo-heat-templates
194314,194363,requirements,project-config
192886,194382,requirements,keystone
194287,194396,project-config,governance
194734,194409,tempest,ceilometer
194411,194410,nova,project-config
202301,194412,nova,nova
194669,194505,trove-integration,trove
162927,194532,cinder,cinder
180695,194593,nova,devstack
180695,194594,nova,devstack
194639,194624,tripleo-heat-templates,puppet-tripleo
219254,194646,project-config,horizon
194125,194668,ec2-api,ec2-api
209859,194726,tempest,devstack
194442,194729,keystone,devstack
194551,194798,os-testr,project-config
195346,194817,python-mistralclient,solum
193349,194860,project-config,project-config
194860,194862,project-config,automaton
194914,194873,tripleo-incubator,heat
194879,194880,project-config,oslo.messaging
189934,194886,devstack,devstack-gate
197461,194886,requirements,devstack-gate
194125,194936,ec2-api,ec2-api
216161,194999,project-config,requirements
199988,195003,puppet-openstack-integration,puppet-designate
196686,195054,sahara,sahara-image-elements
195071,195072,cinder,tempest
177948,195078,glance-specs,nova-specs
194701,195093,fuel-web,fuel-library
323341,195093,fuel-web,fuel-library
193689,195100,bifrost,bifrost
191093,195111,bifrost,bifrost
205242,195117,governance,project-config
195919,195150,devstack,glance
214510,195153,python-troveclient,trove
195134,195183,project-config,governance
186706,195265,fuel-web,fuel-web
199221,195326,neutron,networking-ovn
195247,195341,governance,project-config
194960,195365,puppet-tripleo,tripleo-heat-templates
188626,195389,neutron-lbaas,neutron
227820,195389,neutron-lbaas,neutron
198188,195401,devstack,taskflow
198186,195401,requirements,taskflow
278774,195401,requirements,taskflow
195869,195412,tempest,nova
197574,195461,oslo.messaging,murano
199064,195461,requirements,murano
195482,195483,ceilometer,heat
195482,195556,ceilometer,rally
195292,195575,pbr,keystone
203065,195588,fuel-web,fuel-main
203096,195588,fuel-web,fuel-main
203499,195588,fuel-web,fuel-main
204287,195588,fuel-agent,fuel-main
202799,195588,fuel-main,fuel-main
195634,195637,shade,bifrost
195296,195650,diskimage-builder,project-config
198188,195834,devstack,oslo.messaging
198186,195834,requirements,oslo.messaging
278774,195834,requirements,oslo.messaging
195277,195876,neutron,networking-ofagent
195883,195889,devstack,neutron
189644,195907,project-config,governance
152569,195914,python-novaclient,ec2-api
194701,195963,fuel-web,fuel-qa
323341,195963,fuel-web,fuel-qa
195993,195994,murano,murano-agent
196008,195994,python-muranoclient,murano-agent
195891,196002,oslo.log,ironic
199426,196002,requirements,ironic
196021,196025,python-troveclient,trove
196040,196049,murano,murano-dashboard
195642,196053,murano,murano-dashboard
196330,196057,ceilometer,heat
196087,196089,project-config,governance
223049,196149,project-config,neutron
196165,196176,project-config,governance
193891,196186,devstack,keystone
200313,196269,project-config,futurist
202799,196347,fuel-main,fuel-main
196391,196397,fuel-web,fuel-library
196172,196424,kolla,kolla
196383,196446,devstack,project-config
196569,196570,nova,tempest
204635,196570,nova,tempest
213308,196570,nova,tempest
193800,196678,designate-dashboard,project-config
196172,196760,kolla,kolla
196704,196783,project-config,governance
216905,196832,bifrost,bifrost
228242,196832,bifrost,bifrost
189161,196837,project-config,governance
167934,196840,project-config,governance
196863,196879,requirements,neutron
198060,196911,grenade,nova
218548,196913,python-troveclient,trove
196973,196916,governance,project-config
181393,196918,openstack-specs,api-sig
196529,197012,ironic,python-ironicclient
202418,197161,tempest,ceilometer
237685,197161,project-config,ceilometer
198188,197212,devstack,oslo.versionedobjects
198186,197212,requirements,oslo.versionedobjects
278774,197212,requirements,oslo.versionedobjects
197226,197227,requirements,neutron
199349,197244,requirements,horizon
186680,197316,devstack,designate
194532,197393,cinder,cinder
197379,197455,keystone-specs,keystone
186681,197502,devstack,designate
197251,197550,designate,designate
195440,197557,neutron,neutron
197555,197577,python-ironic-inspector-client,project-config
197673,197672,project-config,governance
213351,197739,os-net-config,tripleo-image-elements
197814,197816,project-config,oslo.versionedobjects
196089,197969,governance,horizon
198062,198076,python-keystoneclient,keystonemiddleware
198188,198084,devstack,oslo.versionedobjects
198186,198084,requirements,oslo.versionedobjects
278774,198084,requirements,oslo.versionedobjects
181774,198145,project-config,requirements
192494,198145,devstack,requirements
198579,198145,devstack,requirements
198580,198145,devstack,requirements
192493,198145,project-config,requirements
181774,198146,project-config,requirements
192494,198146,devstack,requirements
198579,198146,devstack,requirements
198580,198146,devstack,requirements
192493,198146,project-config,requirements
198188,198186,devstack,requirements
188914,198313,nova,ec2-api
182746,198470,neutron,neutron
198188,198513,devstack,oslo.service
198186,198513,requirements,oslo.service
278774,198513,requirements,oslo.service
200687,198561,puppet-tempest,puppet-keystone
207436,198561,puppet-tempest,puppet-keystone
198188,198578,devstack,oslo.reports
198186,198578,requirements,oslo.reports
278774,198578,requirements,oslo.reports
198602,198611,neutron-lbaas,project-config
198602,198613,neutron-lbaas,networking-midonet
198983,198711,python-neutronclient,neutron
199053,198728,os-loganalyze,project-config
198622,198934,nova-specs,nova
197147,198947,puppet-heat,tripleo-heat-templates
278450,198947,puppet-heat,tripleo-heat-templates
198613,198960,networking-midonet,project-config
198984,198988,magnum,python-magnumclient
198269,198997,cookbook-openstack-common,cookbook-openstack-compute
198740,199019,project-config,governance
199211,199082,neutron,neutron-vpnaas
234055,199152,heat,tripleo-heat-templates
235349,199152,heat,tripleo-heat-templates
244691,199152,heat,tripleo-heat-templates
199162,199172,ec2-api,ec2-api
190324,199172,nova,ec2-api
170243,199175,nova,ec2-api
675021,199387,nova,networking-midonet
190323,199412,nova,ec2-api
199479,199468,project-config,requirements
199802,199468,requirements,requirements
199506,199498,requirements,oslo-incubator
199515,199498,ceilometer,oslo-incubator
199537,199498,cinder,oslo-incubator
197540,199498,congress,oslo-incubator
199545,199498,ironic,oslo-incubator
199550,199498,neutron,oslo-incubator
199575,199498,nova,oslo-incubator
200067,199498,sahara,oslo-incubator
199587,199506,oslo.utils,requirements
199506,199515,requirements,ceilometer
199587,199515,oslo.utils,ceilometer
203290,199519,neutron,neutron-fwaas
199506,199545,requirements,ironic
199506,199550,requirements,neutron
199506,199575,requirements,nova
199509,199592,tripleo-heat-templates,tripleo-image-elements
240796,199608,barbican,python-barbicanclient
199720,199721,governance,ossa
178828,199735,puppet-keystone,puppet-glance
199754,199781,project-config,neutron-lbaas
189158,199830,diskimage-builder,tripleo-incubator
199876,199846,cinder,python-cinderclient
199900,199849,glance_store,glance
199820,199858,project-config,governance
199909,199933,ceilometer,heat
246051,199954,taskflow,octavia
199102,200007,tripleo-heat-templates,tripleo-image-elements
199506,200067,requirements,sahara
199587,200067,oslo.utils,sahara
199968,200075,mistral,python-mistralclient
199147,200082,murano,python-muranoclient
199003,200142,project-config,governance
200521,200152,ironic-specs,ironic
200629,200271,cinder,cinder
200344,200287,requirements,oslo.service
200313,200316,project-config,futurist
211935,200338,puppet-tripleo,tripleo-heat-templates
200375,200376,project-config,governance
200583,200440,requirements,rally
201480,200508,tripleo-image-elements,tripleo-ci
200647,200575,project-config,oslo.versionedobjects
200344,200575,requirements,oslo.versionedobjects
200531,200599,murano,python-muranoclient
200554,200625,glance_store,glance
200782,200770,cue,cue
201180,200787,nova,nova
200834,200838,bifrost,bifrost
201025,201040,tripleo-heat-templates,tripleo-ci
201256,201066,project-config,horizon
208167,201119,devstack-gate,devstack
190949,201287,governance,project-config
199506,201341,requirements,keystone
208655,201398,tripleo-heat-templates,tripleo-heat-templates
214649,201398,tripleo-heat-templates,tripleo-heat-templates
201428,201434,python-cinderclient,nova
201066,201467,horizon,project-config
210162,201508,grenade,devstack
201310,201659,murano-dashboard,murano-apps
201287,201693,project-config,governance
201933,201701,requirements,kuryr
278772,201701,requirements,kuryr
201673,201773,project-config,governance
199782,201893,requirements,requirements
219788,201955,manila,manila
192900,202075,nova,devstack
202155,202148,project-config,ironic-python-agent
201552,202184,ironic,python-ironicclient
202280,202281,governance,project-config
202459,202440,nova,cinder
202440,202459,cinder,nova
188737,202465,heat-templates,tripleo-heat-templates
172502,202484,nova,devstack
202574,202513,puppet-openstacklib,puppet-keystone
202722,202726,project-config,horizon
202752,202756,requirements,horizon
202750,202785,releases,project-config
203372,202793,requirements,glance
200809,202882,neutron,nova
202917,202918,security-doc,openstack-manuals
202629,202935,tripleo-ci,python-ironicclient
201227,202983,mistral,python-mistralclient
203603,202983,mistral,python-mistralclient
207949,203032,devstack,ceilometer
200416,203108,requirements,swift
201119,203159,devstack,neutron-vpnaas
205098,203193,releases,requirements
207116,203242,glance_store,glance
219548,203278,trove-integration,trove
203290,203293,neutron,neutron-lbaas
203355,203295,requirements,requirements
203290,203337,neutron,neutron-vpnaas
203348,203345,neutron,neutron-lbaas
203348,203347,neutron,neutron-vpnaas
205744,203352,project-config,neutron
203362,203372,releases,requirements
203835,203381,nova,neutron
202527,203400,project-config,governance
224827,203452,tripleo-image-elements,tripleo-heat-templates
203019,203504,tempest,congress
171995,203524,governance,project-config
203651,203656,cookbook-openstack-ops-messaging,openstack-chef-repo
203701,203702,python-troveclient,trove
203805,203808,project-config,governance
201709,203874,requirements,tooz
191978,203876,tempest,tempest
203481,204030,openstack-manuals,openstack-doc-tools
209398,204128,project-config,ceilometer
204193,204194,requirements,grenade
204193,204269,requirements,oslo.vmware
204681,204309,taskflow,taskflow
204681,204426,taskflow,taskflow
203477,204455,project-config,governance
204477,204480,project-config,governance
203991,204609,project-config,governance
228439,204643,cinder,devstack
205137,204654,project-config,python-neutronclient
204287,204661,fuel-agent,fuel-main
203499,204661,fuel-web,fuel-main
204596,204661,fuel-web,fuel-main
204367,204709,app-catalog,app-catalog
204206,204722,neutron,devstack
205492,204723,requirements,nova
204741,204745,python-keystoneclient,python-novaclient
206022,204806,tripleo-heat-templates,tripleo-heat-templates
204995,205033,nova,ironic
205078,205102,networking-odl,neutron
206610,205103,python-muranoclient,murano
205178,205179,api-site,openstack-manuals
205177,205179,security-doc,openstack-manuals
205167,205179,ha-guide,openstack-manuals
205240,205245,releases,project-config
